unique	gene-symbol	entrez-id	transcript	chromosome	start-loc	end-loc	strand
LOC643008|643008	LOC643008	643008		17	73629514	73637486	+
LOC643387|643387	LOC643387	643387		2	239140327	239142983	+
LOC643486|643486	LOC643486	643486		X	95592086	95592901	-
LOC643677|643677	LOC643677	643677		13	103381718	103411422	-
LOC643719|643719	LOC643719	643719		19	35067639	35068596	-
LOC643763|643763	LOC643763	643763		8	63890420	63897459	+
LOC643837|643837	LOC643837	643837		1	763064	789740	+
LOC643923|643923	LOC643923	643923		11	107462471	107463949	+
LOC643955|643955	LOC643955	643955		7	62751672	62764434	-
LOC644145|644145	LOC644145	644145		4	56686237	56703430	+
LOC644165|644165	LOC644165	644165		22	25028882	25049326	+
LOC644172|644172	LOC644172	644172		17	43677491	43679748	-
LOC644538|644538	LOC644538	644538		X	134124968	134126500	+
LOC644669|644669	LOC644669	644669		18	15313555	15325918	-
LOC644936|644936	LOC644936	644936		5	79594919	79596297	-
LOC645166|645166	LOC645166	645166		1	148928286	148953054	+
LOC645323|645323	LOC645323	645323		5	87836597	87980620	-
LOC645332|645332	LOC645332	645332		11	67559240	67572807	-
LOC645431|645431	LOC645431	645431		14	65877313	65879335	-
LOC645676|645676	LOC645676	645676		1	155531772	155533732	+
LOC645752|645752	LOC645752	645752		15	78206559	78219188	-
LOC646214|646214	LOC646214	646214		15	21932514	21940739	-
LOC646471|646471	LOC646471	646471		1	26146445	26150097	-
LOC646498|646498	LOC646498	646498		3	49215070	49227422	-
LOC646627|646627	LOC646627	646627		1	248902718	248903151	-
LOC646762|646762	LOC646762	646762		7	29685539	29724754	-
LOC646813|646813	LOC646813	646813		11	50368318	50379803	+
LOC646851|646851	LOC646851	646851		22	38974125	39052634	-
LOC646982|646982	LOC646982	646982		13	40921273	41055143	-
LOC646999|646999	LOC646999	646999		7	39649086	39651687	+
LOC647121|647121	LOC647121	647121		1	121260910	121313686	+
LOC647288|647288	LOC647288	647288		13	75811890	75814517	-
LOC647309|647309	LOC647309	647309		3	190570526	190580465	-
LOC647859|647859	LOC647859	647859		5	70370030	70388897	-
LOC647946|647946	LOC647946	647946		18	36786888	37380282	-
LOC647979|647979	LOC647979	647979		20	34633542	34638882	-
LOC648691|648691	LOC648691	648691		22	22901756	22909006	+
LOC648740|648740	LOC648740	648740		1	104112026	104122147	+
LOC649330|649330	LOC649330	649330		1	12907236	12908237	-
LOC650293|650293	LOC650293	650293		4	8951477	8952126	+
LOC650368|650368	LOC650368	650368		11	3402191	3430378	+
LOC650623|650623	LOC650623	650623		10	81442731	81448648	+
LOC651250|651250	LOC651250	651250		17	66097696	66157623	+
LOC652276|652276	LOC652276	652276		16	2653385	2680495	+
LOC653113|653113	LOC653113	653113		12	8383646	8395542	-
LOC653501|653501|1of2	LOC653501	653501	1of2	9	39415987	39508888	-
LOC653501|653501|2of2	LOC653501	653501	2of2	9	41588834	41609544	-
LOC653544|653544|1of4	LOC653544	653544	1of4	4	190992093	190993703	+
LOC653544|653544|2of4	LOC653544	653544	2of4	4	190995386	190996996	+
LOC653544|653544|3of4	LOC653544	653544	3of4	4	190998679	191000289	+
LOC653544|653544|4of4	LOC653544	653544	4of4	10	135490279	135495193	+
LOC653545|653545	LOC653545	653545		4	191008566	191010176	+
LOC653566|653566	LOC653566	653566		1	28421446	28423069	-
LOC653653|653653	LOC653653	653653		17	58179121	58180280	-
LOC653786|653786	LOC653786	653786		16	22557019	22588186	+
LOC654342|654342	LOC654342	654342		2	91805192	91847975	-
LOC654433|654433	LOC654433	654433		2	113993107	114024579	+
LOC678655|678655	LOC678655	678655		12	6548167	6560683	-
LOC723809|723809	LOC723809	723809		7	104535075	104567092	-
LOC723972|723972	LOC723972	723972		15	35529527	35530262	+
LOC727677|727677	LOC727677	727677		8	128302062	128494384	-
LOC727896|727896	LOC727896	727896		18	2943215	2946621	-
LOC727924|727924	LOC727924	727924		15	22278032	22383564	+
LOC728024|728024	LOC728024	728024		8	37604853	37605521	-
LOC728190|728190	LOC728190	728190		10	88965545	89102315	-
LOC728264|728264	LOC728264	728264		5	148786440	148812399	+
LOC728276|728276	LOC728276	728276		16	19297105	19315716	+
LOC728323|728323	LOC728323	728323		2	243030844	243102469	+
LOC728392|728392	LOC728392	728392		17	5402748	5404542	-
LOC728410|728410|1of3	LOC728410	728410	1of3	10	135481676	135485275	+
LOC728554|728554	LOC728554	728554		5	177302262	177311267	+
LOC728606|728606	LOC728606	728606		18	24267585	24283602	-
LOC728613|728613	LOC728613	728613		5	1597674	1634120	-
LOC728640|728640	LOC728640	728640		10	60474775	60477291	+
LOC728643|728643	LOC728643	728643		10	47133297	47133836	-
LOC728723|728723	LOC728723	728723		5	76382623	76444175	+
LOC728743|728743	LOC728743	728743		7	150097790	150109557	+
LOC728758|728758	LOC728758	728758		15	44168024	44170369	-
LOC728819|728819	LOC728819	728819		2	43902292	43903461	-
LOC728855|728855|1of2	LOC728855	728855	1of2	1	149576161	149672983	+
LOC728855|728855|2of2	LOC728855	728855	2of2	1	144300514	144340773	-
LOC728875|728875|1of2	LOC728875	728875	1of2	1	144300514	144341755	-
LOC728875|728875|2of2	LOC728875	728875	2of2	1	144480748	144521969	-
LOC728989|728989	LOC728989	728989		1	146490895	146514599	-
LOC729020|729020	LOC729020	729020		10	105005644	105007773	+
LOC729082|729082	LOC729082	729082		15	41576201	41601901	+
LOC729121|729121	LOC729121	729121		2	108439520	108443285	-
LOC729156|729156	LOC729156	729156		7	66274980	66309813	-
LOC729176|729176	LOC729176	729176		6	147122806	147124960	-
LOC729234|729234	LOC729234	729234		2	96676299	96688882	+
LOC729375|729375	LOC729375	729375		3	129816625	129830276	-
LOC729467|729467	LOC729467	729467		1	59597610	59612479	-
LOC729603|729603	LOC729603	729603		6	160514114	160517244	+
LOC729609|729609	LOC729609	729609		X	20004935	20007897	-
LOC729668|729668	LOC729668	729668		10	30653256	30663377	-
LOC729678|729678	LOC729678	729678		5	180256959	180262725	+
LOC729799|729799	LOC729799	729799		11	43918853	43921422	+
LOC729991-MEF2B|4207	LOC729991-MEF2B	4207		19	19256376	19303400	-
LOC729991|729991	LOC729991	729991		19	19287714	19303400	-
LOC730101|730101	LOC730101	730101		6	52529199	52533951	+
LOC730668|730668	LOC730668	730668		22	46402496	46406657	+
LOC730811|730811	LOC730811	730811		2	2323004	2330880	+
LOC731779|731779	LOC731779	731779		8	142350648	142354719	+
LOC731789|731789	LOC731789	731789		10	26932037	26942382	+
LOC732275|732275	LOC732275	732275		16	86365456	86379285	-
LOC80054|80054	LOC80054	80054		19	33793763	33795962	+
LOC80154|80154|1of3	LOC80154	80154	1of3	15	82944795	82975797	+
LOC80154|80154|2of3	LOC80154	80154	2of3	15	82764079	82798350	-
LOC80154|80154|3of3	LOC80154	80154	3of3	15	83140665	83182928	-
LOC81691|81691	LOC81691	81691		16	20817767	20860989	+
LOC84740|84740	LOC84740	84740		4	7755817	7780652	+
LOC84856|84856	LOC84856	84856		10	42970939	42990784	+
LOC84931|84931	LOC84931	84931		2	121221911	121223925	-
LOC84989|84989	LOC84989	84989		10	65224989	65226320	+
LOC90110|90110	LOC90110	90110		17	37408897	37411148	-
LOC90246|90246	LOC90246	90246		3	128226678	128229427	+
LOC90586|90586	LOC90586	90586		17	41019162	41021363	+
LOC90784|90784	LOC90784	90784		2	86247339	86250991	-
LOC90834|90834	LOC90834	90834		22	50171538	50173958	-
LOC91149|91149	LOC91149	91149		2	173587920	173600934	-
LOC91316|91316	LOC91316	91316		22	23980677	24059610	-
LOC91450|91450	LOC91450	91450		15	78285576	78286567	-
LOC91948|91948	LOC91948	91948		15	98285846	98417659	-
LOC92249|92249	LOC92249	92249		X	62646439	62780873	-
LOC92659|92659	LOC92659	92659		17	79885705	79888628	+
LOC92973|92973	LOC92973	92973		9	35860271	35865513	+
LOC93432|93432	LOC93432	93432		7	141811549	141843775	+
LOC93622|93622	LOC93622	93622		4	6675818	6677774	+
LOC96610|96610	LOC96610	96610		22	22380820	23265082	+
LOH12CR1|118426	LOH12CR1	118426		12	12510020	12619838	+
LOH12CR2|503693	LOH12CR2	503693		12	12508344	12510001	-
LOH3CR2A|29931	LOH3CR2A	29931		3	8613468	8615580	+
LONP1|9361	LONP1	9361		19	5691846	5720463	-
LONP2|83752	LONP2	83752		16	48278211	48387407	+
LONRF1|91694	LONRF1	91694		8	12579406	12612992	-
LONRF2|164832	LONRF2	164832		2	100889754	100939195	-
LONRF3|79836	LONRF3	79836		X	118108713	118151947	+
LOR|4014	LOR	4014		1	153232179	153234598	+
LOXHD1|125336	LOXHD1	125336		18	44056937	44236996	-
LOXL1|4016	LOXL1	4016		15	74218789	74244478	+
LOXL2|4017	LOXL2	4017		8	23154410	23261722	-
LOXL3|84695	LOXL3	84695		2	74759946	74781062	-
LOXL4|84171	LOXL4	84171		10	100007443	100028007	-
LOX|4015	LOX	4015		5	121400163	121414055	-
LPAL2|80350	LPAL2	80350		6	160887587	160932156	-
LPAR1|1902	LPAR1	1902		9	113636056	113801526	-
LPAR2|9170	LPAR2	9170		19	19734468	19739739	-
LPAR3|23566	LPAR3	23566		1	85279086	85358896	-
LPAR4|2846	LPAR4	2846		X	78003206	78012576	+
LPAR5|57121	LPAR5	57121		12	6728001	6748203	-
LPAR6|10161	LPAR6	10161		13	48963707	49018840	-
LPA|4018	LPA	4018		6	160952516	161087407	-
LPCAT1|79888	LPCAT1	79888		5	1461544	1524076	-
LPCAT2|54947	LPCAT2	54947		16	55542913	55620581	+
LPCAT3|10162	LPCAT3	10162		12	7085348	7125842	-
LPCAT4|254531	LPCAT4	254531		15	34651090	34659395	-
LPGAT1|9926	LPGAT1	9926		1	211916800	212004114	-
LPHN1|22859	LPHN1	22859		19	14258551	14316997	-
LPHN2|23266	LPHN2	23266		1	81771845	82458106	+
LPHN3|23284	LPHN3	23284		4	62066974	62938167	+
LPIN1|23175	LPIN1	23175		2	11817721	11967531	+
LPIN2|9663	LPIN2	9663		18	2916993	3011945	-
LPIN3|64900	LPIN3	64900		20	39969560	39989221	+
LPL|4023	LPL	4023		8	19796582	19824769	+
LPO|4025	LPO	4025		17	56315787	56345878	+
LPPR1|54886	LPPR1	54886		9	103791031	104087416	+
LPPR2|64748	LPPR2	64748		19	11466107	11476372	+
LPPR3|79948	LPPR3	79948		19	812489	821967	-
LPPR4|9890	LPPR4	9890		1	99729900	99775136	+
LPPR5|163404	LPPR5	163404		1	99355803	99470449	-
LPP|4026	LPP	4026		3	187871719	188597441	+
LPXN|9404	LPXN	9404		11	58294346	58345693	-
LQK1|642946	LQK1	642946		1	213029947	213031480	-
LRAT|9227	LRAT	9227		4	155665152	155674270	+
LRBA|987	LRBA	987		4	151185598	151936879	-
LRCH1|23143	LRCH1	23143		13	47127296	47327173	+
LRCH2|57631	LRCH2	57631		X	114345184	114468635	-
LRCH3|84859	LRCH3	84859		3	197518145	197611043	+
LRCH4|4034	LRCH4	4034		7	100171636	100183776	-
LRDD|55367	LRDD	55367		11	799179	805245	-
LRFN1|57622	LRFN1	57622		19	39797457	39805976	-
LRFN2|57497	LRFN2	57497		6	40359373	40555126	-
LRFN3|79414	LRFN3	79414		19	36428022	36436095	+
LRFN4|78999	LRFN4	78999		11	66624589	66627945	+
LRFN5|145581	LRFN5	145581		14	42076764	42373750	+
LRG1|116844	LRG1	116844		19	4537228	4540036	-
LRGUK|136332	LRGUK	136332		7	133812105	133948933	+
LRIG1|26018	LRIG1	26018		3	66429222	66550845	-
LRIG2|9860	LRIG2	9860		1	113615831	113667342	+
LRIG3|121227	LRIG3	121227		12	59265938	59314262	-
LRIT1|26103	LRIT1	26103		10	85991276	86001338	-
LRIT2|340745	LRIT2	340745		10	85980251	85985284	-
LRIT3|345193	LRIT3	345193		4	110772486	110793470	+
LRMP|4033	LRMP	4033		12	25205241	25261268	+
LRP10|26020	LRP10	26020		14	23340960	23349584	+
LRP11|84918	LRP11	84918		6	150139894	150185480	-
LRP12|29967	LRP12	29967		8	105501467	105601220	-
LRP1B|53353	LRP1B	53353		2	140988996	142889270	-
LRP1|4035	LRP1	4035		12	57522282	57607123	+
LRP2BP|55805	LRP2BP	55805		4	186285033	186317053	-
LRP2|4036	LRP2	4036		2	169983620	170219122	-
LRP3|4037	LRP3	4037		19	33685599	33699767	+
LRP4|4038	LRP4	4038		11	46878419	46940076	-
LRP5L|91355	LRP5L	91355		22	25747386	25777544	-
LRP5|4041	LRP5	4041		11	68080108	68216739	+
LRP6|4040	LRP6	4040		12	12268963	12419811	-
LRP8|7804	LRP8	7804		1	53711212	53793821	-
LRPAP1|4043	LRPAP1	4043		4	3514290	3534224	-
LRPPRC|10128	LRPPRC	10128		2	44113363	44223144	-
LRRC10B|390205	LRRC10B	390205		11	61276272	61278484	+
LRRC10|376132	LRRC10	376132		12	70002347	70004942	-
LRRC14B|389257	LRRC14B	389257		5	191626	195468	+
LRRC14|9684	LRRC14	9684		8	145743391	145750557	+
LRRC15|131578	LRRC15	131578		3	194075977	194090472	-
LRRC16A|55604	LRRC16A	55604		6	25279648	25620756	+
LRRC16B|90668	LRRC16B	90668		14	24521206	24538937	+
LRRC17|10234	LRRC17	10234		7	102553344	102585554	+
LRRC18|474354	LRRC18	474354		10	50117531	50143242	-
LRRC19|64922	LRRC19	64922		9	26993143	27005691	-
LRRC1|55227	LRRC1	55227		6	53659778	53788919	+
LRRC20|55222	LRRC20	55222		10	72058729	72142382	-
LRRC23|10233	LRRC23	10233		12	6982733	7023405	+
LRRC24|441381	LRRC24	441381		8	145747762	145753171	-
LRRC25|126364	LRRC25	126364		19	18501955	18508421	-
LRRC26|389816	LRRC26	389816		9	140063212	140064491	-
LRRC27|80313	LRRC27	80313		10	134145614	134195010	+
LRRC28|123355	LRRC28	123355		15	99791652	99927280	+
LRRC29|26231	LRRC29	26231		16	67241043	67260901	-
LRRC2|79442	LRRC2	79442		3	46556880	46621572	-
LRRC30|339291	LRRC30	339291		18	7231137	7232041	+
LRRC31|79782	LRRC31	79782		3	169557029	169587660	-
LRRC32|2615	LRRC32	2615		11	76368569	76381791	-
LRRC33|375387	LRRC33	375387		3	196366656	196388872	+
LRRC34|151827	LRRC34	151827		3	169511266	169530720	-
LRRC36|55282	LRRC36	55282		16	67360747	67419108	+
LRRC37A2|474170	LRRC37A2	474170		17	44590076	44633014	+
LRRC37A3|374819	LRRC37A3	374819		17	62850488	62915586	-
LRRC37A4|55073	LRRC37A4	55073		17	43578685	43595516	-
LRRC37A|9884	LRRC37A	9884		17	44372497	44415158	+
LRRC37B2|147172	LRRC37B2	147172		17	28903483	28992715	+
LRRC37B|114659	LRRC37B	114659		17	30335037	30380517	+
LRRC39|127495	LRRC39	127495		1	100614413	100643800	-
LRRC3B|116135	LRRC3B	116135		3	26664300	26752263	+
LRRC3|81543	LRRC3	81543		21	45875393	45878730	+
LRRC40|55631	LRRC40	55631		1	70610497	70671275	-
LRRC41|10489	LRRC41	10489		1	46744073	46769038	-
LRRC42|115353	LRRC42	115353		1	54412037	54433839	+
LRRC43|254050	LRRC43	254050		12	122652266	122688017	+
LRRC45|201255	LRRC45	201255		17	79981280	79989026	+
LRRC46|90506	LRRC46	90506		17	45909100	45914690	+
LRRC47|57470	LRRC47	57470		1	3696784	3713068	-
LRRC48|83450	LRRC48	83450		17	17876127	17920187	+
LRRC49|54839	LRRC49	54839		15	71145618	71342434	+
LRRC4B|94030	LRRC4B	94030		19	51020152	51071302	-
LRRC4C|57689	LRRC4C	57689		11	40135753	41481323	-
LRRC4|64101	LRRC4	64101		7	127667126	127671002	-
LRRC50|123872	LRRC50	123872		16	84178865	84211523	+
LRRC52|440699	LRRC52	440699		1	165513478	165533185	+
LRRC55|219527	LRRC55	219527		11	56949221	56959188	+
LRRC56|115399	LRRC56	115399		11	537522	554915	+
LRRC57|255252	LRRC57	255252		15	42834722	42841002	-
LRRC58|116064	LRRC58	116064		3	120043576	120068186	-
LRRC59|55379	LRRC59	55379		17	48458600	48474832	-
LRRC61|65999	LRRC61	65999		7	150006630	150035244	+
LRRC66|339977	LRRC66	339977		4	52859867	52883786	-
LRRC67|286187	LRRC67	286187		8	67900368	67940786	-
LRRC69|100130742	LRRC69	100130742		8	92114847	92231464	+
LRRC6|23639	LRRC6	23639		8	133584448	133687813	-
LRRC70|100130733	LRRC70	100130733		5	61874562	61877275	+
LRRC7|57554	LRRC7	57554		1	70032868	70589169	+
LRRC8A|56262	LRRC8A	56262		9	131644391	131680315	+
LRRC8B|23507	LRRC8B	23507		1	89990397	90063418	+
LRRC8C|84230	LRRC8C	84230		1	90098644	90185093	+
LRRC8D|55144	LRRC8D	55144		1	90286573	90401987	+
LRRC8E|80131	LRRC8E	80131		19	7953390	7966908	+
LRRCC1|85444	LRRCC1	85444		8	86019377	86058312	+
LRRFIP1|9208	LRRFIP1	9208		2	238536224	238690288	+
LRRFIP2|9209	LRRFIP2	9209		3	37094117	37217851	-
LRRIQ1|84125	LRRIQ1	84125		12	85430099	85638880	+
LRRIQ3|127255	LRRIQ3	127255		1	74491704	74663871	-
LRRIQ4|344657	LRRIQ4	344657		3	169539710	169555558	+
LRRK1|79705	LRRK1	79705		15	101459460	101610315	+
LRRK2|120892	LRRK2	120892		12	40618813	40763084	+
LRRN1|57633	LRRN1	57633		3	3841121	3889386	+
LRRN2|10446	LRRN2	10446		1	204586303	204654597	-
LRRN3|54674	LRRN3	54674		7	110731062	110765507	+
LRRN4CL|221091	LRRN4CL	221091		11	62453876	62457200	-
LRRN4|164312	LRRN4	164312		20	6021425	6034694	-
LRRTM1|347730	LRRTM1	347730		2	80515481	80531487	-
LRRTM2|26045	LRRTM2	26045		5	138205079	138211057	-
LRRTM3|347731	LRRTM3	347731		10	68685792	68860867	+
LRRTM4|80059	LRRTM4	80059		2	76974858	77749502	-
LRSAM1|90678	LRSAM1	90678		9	130213792	130265778	+
LRTM1|57408	LRTM1	57408		3	54952385	54962072	-
LRTM2|654429	LRTM2	654429		12	1929433	1945918	+
LRTOMT|220074	LRTOMT	220074		11	71791382	71821827	+
LRWD1|222229	LRWD1	222229		7	102105390	102113610	+
LSAMP|4045|1of2	LSAMP	4045	1of2	3	115521222	115524018	-
LSAMP|4045|2of2	LSAMP	4045	2of2	3	115529150	116164378	-
LSG1|55341	LSG1	55341		3	194361518	194393206	-
LSM10|84967	LSM10	84967		1	36859031	36863493	-
LSM11|134353	LSM11	134353		5	157170755	157187717	+
LSM12|124801	LSM12	124801		17	42112004	42144987	-
LSM14A|26065	LSM14A	26065		19	34663352	34720419	+
LSM14B|149986	LSM14B	149986		20	60697517	60710434	+
LSM1|27257	LSM1	27257		8	38020861	38034169	-
LSM2|57819	LSM2	57819		6	31765176	31774743	-
LSM3|27258	LSM3	27258		3	14220337	14239836	+
LSM4|25804	LSM4	25804		19	18417718	18434001	-
LSM5|23658	LSM5	23658		7	32524945	32534870	-
LSM6|11157	LSM6	11157		4	147096835	147111212	+
LSM7|51690	LSM7	51690		19	2321522	2328614	-
LSMD1|84316	LSMD1	84316		17	7760005	7761172	-
LSP1|4046	LSP1	4046		11	1874200	1913492	+
LSR|51599	LSR	51599		19	35739559	35758865	+
LSS|4047	LSS	4047		21	47608361	47648738	-
LST-3TM12|338821	LST-3TM12	338821		12	20968608	21243038	+
LST1|7940	LST1	7940		6	31553971	31556685	+
LTA4H|4048	LTA4H	4048		12	96394611	96437298	-
LTA|4049	LTA	4049		6	31539876	31542098	+
LTB4R2|56413	LTB4R2	56413		14	24778161	24781259	+
LTB4R|1241	LTB4R	1241		14	24780705	24787061	+
LTBP1|4052	LTBP1	4052		2	33172392	33624573	+
LTBP2|4053	LTBP2	4053		14	74964889	75079034	-
LTBP3|4054	LTBP3	4054		11	65306031	65326253	-
LTBP4|8425	LTBP4	8425		19	41099072	41135725	+
LTBR|4055	LTBR	4055		12	6484595	6500732	+
LTB|4050	LTB	4050		6	31548337	31550202	-
LTC4S|4056	LTC4S	4056		5	179220986	179223512	+
LTF|4057	LTF	4057		3	46477497	46526724	-
LTK|4058	LTK	4058		15	41795840	41806085	-
LTV1|84946	LTV1	84946		6	144164508	144184941	+
LUC7L2|51631	LUC7L2	51631		7	139025105	139108198	+
LUC7L3|51747	LUC7L3	51747		17	48796977	48830070	+
LUC7L|55692	LUC7L	55692		16	238970	279449	-
LUM|4060	LUM	4060		12	91497233	91505542	-
LUZP1|7798	LUZP1	7798		1	23410516	23504301	-
LUZP2|338645	LUZP2	338645		11	24518556	25104182	+
LUZP4|51213	LUZP4	51213		X	114524292	114542119	+
LUZP6|767558	LUZP6	767558		7	135611505	135662204	-
LXN|56925	LXN	56925		3	158384204	158390482	-
LY6D|8581	LY6D	8581		8	143866298	143868008	-
LY6E|4061	LY6E	4061		8	144099902	144103827	+
LY6G5B|58496	LY6G5B	58496		6	31638728	31640227	+
LY6G5C|80741	LY6G5C	80741		6	31644461	31651817	-
LY6G6C|80740	LY6G6C	80740		6	31686426	31689510	-
LY6G6D|58530	LY6G6D	58530		6	31683133	31685581	+
LY6G6E|79136	LY6G6E	79136		6	31679753	31681842	-
LY6G6F|259215	LY6G6F	259215		6	31674684	31685581	+
LY6H|4062	LY6H	4062		8	144239332	144242053	-
LY6K|54742	LY6K	54742		8	143781529	143785582	+
LY75|4065	LY75	4065		2	160625141	160761262	-
LY86|9450	LY86	9450		6	6588934	6655216	+
LY96|23643	LY96	23643		8	74903587	74941305	+
LY9|4063	LY9	4063		1	160765928	160798043	+
LYAR|55646	LYAR	55646		4	4269431	4291896	-
LYG1|129530	LYG1	129530		2	99900702	99921218	-
LYG2|254773	LYG2	254773		2	99858711	99871570	-
LYL1|4066	LYL1	4066		19	13209848	13213681	-
LYNX1|66004	LYNX1	66004		8	143845758	143859640	-
LYN|4067	LYN	4067		8	56792386	56923936	+
LYPD1|116372	LYPD1	116372		2	133402338	133429070	-
LYPD2|137797	LYPD2	137797		8	143831629	143833952	-
LYPD3|27076	LYPD3	27076		19	43964946	43969831	-
LYPD4|147719	LYPD4	147719		19	42341150	42348508	-
LYPD5|284348	LYPD5	284348		19	44300080	44324808	-
LYPD6B|130576	LYPD6B	130576		2	149894981	150071772	+
LYPD6|130574	LYPD6	130574		2	150187113	150330137	+
LYPLA1|10434	LYPLA1	10434		8	54958939	55014577	-
LYPLA2P1|653639	LYPLA2P1	653639		6	33332515	33334139	-
LYPLA2|11313	LYPLA2	11313		1	24117646	24122027	+
LYPLAL1|127018	LYPLAL1	127018		1	219347192	219386206	+
LYRM1|57149	LYRM1	57149		16	20911557	20936326	+
LYRM2|57226	LYRM2	57226		6	90277863	90348474	-
LYRM4|57128	LYRM4	57128		6	5108654	5261168	-
LYRM5|144363	LYRM5	144363		12	25348150	25357948	+
LYRM7|90624	LYRM7	90624		5	130506641	130541119	+
LYSMD1|388695	LYSMD1	388695		1	151132225	151138424	-
LYSMD2|256586	LYSMD2	256586		15	52015262	52043650	-
LYSMD3|116068	LYSMD3	116068		5	89811447	89825401	-
LYSMD4|145748	LYSMD4	145748		15	100255906	100273626	-
LYST|1130	LYST	1130		1	235824345	236046940	-
LYVE1|10894	LYVE1	10894		11	10579413	10590365	-
LYZL1|84569	LYZL1	84569		10	29577990	29600157	+
LYZL2|119180	LYZL2	119180		10	30900709	30918647	-
LYZL4|131375	LYZL4	131375		3	42438577	42452065	-
LYZL6|57151	LYZL6	57151		17	34261525	34270671	-
LYZ|4069	LYZ	4069		12	69742134	69748013	+
LZIC|84328	LZIC	84328		1	9989778	10003427	-
LZTFL1|54585	LZTFL1	54585		3	45865446	45957534	-
LZTR1|8216	LZTR1	8216		22	21333751	21353325	+
LZTS1|11178	LZTS1	11178		8	20103677	20112803	-
LZTS2|84445	LZTS2	84445		10	102756965	102767585	+
M6PR|4074	M6PR	4074		12	9092965	9102252	-
MAB21L1|4081	MAB21L1	4081		13	36048320	36050832	-
MAB21L2|10586	MAB21L2	10586		4	151503077	151505843	+
MACC1|346389	MACC1	346389		7	20174288	20257013	-
MACF1|23499	MACF1	23499		1	39547118	39952789	+
MACROD1|28992	MACROD1	28992		11	63766031	63933585	-
MACROD2|140733	MACROD2	140733		20	13976146	16033839	+
MAD1L1|8379	MAD1L1	8379		7	1855428	2272583	-
MAD2L1BP|9587	MAD2L1BP	9587		6	43597279	43608686	+
MAD2L1|4085	MAD2L1	4085		4	120980579	120988013	-
MAD2L2|10459	MAD2L2	10459		1	11734538	11751678	-
MADCAM1|8174	MADCAM1	8174		19	496490	505342	+
MADD|8567	MADD	8567		11	47290927	47351582	+
MAEA|10296	MAEA	10296		4	1283672	1333924	+
MAEL|84944	MAEL	84944		1	166958519	166991447	+
MAF1|84232	MAF1	84232		8	145159305	145162515	+
MAFA|389692	MAFA	389692		8	144511515	144512576	-
MAFB|9935	MAFB	9935		20	39314519	39317876	-
MAFF|23764	MAFF	23764		22	38597939	38612515	+
MAFG|4097	MAFG	4097		17	79876147	79885588	-
MAFK|7975	MAFK	7975		7	1570368	1582678	+
MAF|4094	MAF	4094		16	79627746	79634622	-
MAGEA10|4109	MAGEA10	4109		X	151302907	151307025	-
MAGEA11|4110	MAGEA11	4110		X	148769903	148798926	+
MAGEA12|4111	MAGEA12	4111		X	151895980	151903172	-
MAGEA1|4100	MAGEA1	4100		X	152481522	152486116	-
MAGEA2|4101|1of2	MAGEA2	4101	1of2	X	151867245	151887095	+
MAGEA2|4101|2of2	MAGEA2	4101	2of2	X	151918388	151922364	-
MAGEA3|4102	MAGEA3	4102		X	151934653	151938240	-
MAGEA4|4103	MAGEA4	4103		X	151080996	151093640	+
MAGEA5|4104	MAGEA5	4104		X	151282529	151286444	-
MAGEA6|4105	MAGEA6	4105		X	151867245	151870814	+
MAGEA8|4107	MAGEA8	4107		X	149009996	149014608	+
MAGEA9B|728269|1of2	MAGEA9B	728269	1of2	X	148863600	148869397	+
MAGEA9B|728269|2of2	MAGEA9B	728269	2of2	X	148663311	148669109	-
MAGEB10|139422	MAGEB10	139422		X	27826125	27840762	+
MAGEB16|139604	MAGEB16	139604		X	35816459	35821852	+
MAGEB18|286514	MAGEB18	286514		X	26156463	26158852	+
MAGEB1|4112	MAGEB1	4112		X	30261848	30270154	+
MAGEB2|4113	MAGEB2	4113		X	30233675	30238204	+
MAGEB3|4114	MAGEB3	4114		X	30248553	30255607	+
MAGEB4|4115	MAGEB4	4115		X	30260169	30262306	+
MAGEB6|158809	MAGEB6	158809		X	26210557	26213762	+
MAGEC1|9947	MAGEC1	9947		X	140991680	140997182	+
MAGEC2|51438	MAGEC2	51438		X	141290130	141293076	-
MAGEC3|139081	MAGEC3	139081		X	140926102	140985617	+
MAGED1|9500	MAGED1	9500		X	51546155	51645448	+
MAGED2|10916	MAGED2	10916		X	54834171	54842445	+
MAGED4B|81557|1of2	MAGED4B	81557	1of2	X	51927919	51935362	+
MAGED4B|81557|2of2	MAGED4B	81557	2of2	X	51804925	51812368	-
MAGED4|728239|1of2	MAGED4	728239	1of2	X	51932648	51935362	+
MAGED4|728239|2of2	MAGED4	728239	2of2	X	51804925	51807639	-
MAGEE1|57692	MAGEE1	57692		X	75648117	75651744	+
MAGEE2|139599	MAGEE2	139599		X	75002823	75005071	-
MAGEF1|64110	MAGEF1	64110		3	184428156	184429836	-
MAGEH1|28986	MAGEH1	28986		X	55478538	55479998	+
MAGEL2|54551	MAGEL2	54551		15	23888698	23891175	-
MAGI1|9223	MAGI1	9223		3	65339907	66024509	-
MAGI2|9863	MAGI2	9863		7	77646375	79082890	-
MAGI3|260425	MAGI3	260425		1	113933475	114228535	+
MAGIX|79917	MAGIX	79917		X	49019181	49023836	+
MAGOHB|55110	MAGOHB	55110		12	10756794	10766183	-
MAGOH|4116	MAGOH	4116		1	53692564	53704207	-
MAGT1|84061	MAGT1	84061		X	77081864	77151065	-
