unique	mir-name	mirbase-id	mir-type	chromosome	start-loc	end-loc	strand	pre-mir-names	pre-mirbase-ids
hsa-miR-6873-5p|MIMAT0027646	hsa-miR-6873-5p	MIMAT0027646	mature-mir				MI0022720	hsa-mir-6873
hsa-miR-6873-3p|MIMAT0027647	hsa-miR-6873-3p	MIMAT0027647	mature-mir				MI0022720	hsa-mir-6873
hsa-miR-6874-5p|MIMAT0027648	hsa-miR-6874-5p	MIMAT0027648	mature-mir				MI0022721	hsa-mir-6874
hsa-miR-6874-3p|MIMAT0027649	hsa-miR-6874-3p	MIMAT0027649	mature-mir				MI0022721	hsa-mir-6874
hsa-miR-6875-5p|MIMAT0027650	hsa-miR-6875-5p	MIMAT0027650	mature-mir				MI0022722	hsa-mir-6875
hsa-miR-6875-3p|MIMAT0027651	hsa-miR-6875-3p	MIMAT0027651	mature-mir				MI0022722	hsa-mir-6875
hsa-miR-6876-5p|MIMAT0027652	hsa-miR-6876-5p	MIMAT0027652	mature-mir				MI0022723	hsa-mir-6876
hsa-miR-6876-3p|MIMAT0027653	hsa-miR-6876-3p	MIMAT0027653	mature-mir				MI0022723	hsa-mir-6876
hsa-miR-6877-5p|MIMAT0027654	hsa-miR-6877-5p	MIMAT0027654	mature-mir				MI0022724	hsa-mir-6877
hsa-miR-6877-3p|MIMAT0027655	hsa-miR-6877-3p	MIMAT0027655	mature-mir				MI0022724	hsa-mir-6877
hsa-miR-6878-5p|MIMAT0027656	hsa-miR-6878-5p	MIMAT0027656	mature-mir				MI0022725	hsa-mir-6878
hsa-miR-6878-3p|MIMAT0027657	hsa-miR-6878-3p	MIMAT0027657	mature-mir				MI0022725	hsa-mir-6878
hsa-miR-6879-5p|MIMAT0027658	hsa-miR-6879-5p	MIMAT0027658	mature-mir				MI0022726	hsa-mir-6879
hsa-miR-6879-3p|MIMAT0027659	hsa-miR-6879-3p	MIMAT0027659	mature-mir				MI0022726	hsa-mir-6879
hsa-miR-6880-5p|MIMAT0027660	hsa-miR-6880-5p	MIMAT0027660	mature-mir				MI0022727	hsa-mir-6880
hsa-miR-6880-3p|MIMAT0027661	hsa-miR-6880-3p	MIMAT0027661	mature-mir				MI0022727	hsa-mir-6880
hsa-miR-6881-5p|MIMAT0027662	hsa-miR-6881-5p	MIMAT0027662	mature-mir				MI0022728	hsa-mir-6881
hsa-miR-6881-3p|MIMAT0027663	hsa-miR-6881-3p	MIMAT0027663	mature-mir				MI0022728	hsa-mir-6881
hsa-miR-6882-5p|MIMAT0027664	hsa-miR-6882-5p	MIMAT0027664	mature-mir				MI0022729	hsa-mir-6882
hsa-miR-6882-3p|MIMAT0027665	hsa-miR-6882-3p	MIMAT0027665	mature-mir				MI0022729	hsa-mir-6882
hsa-miR-6883-5p|MIMAT0027666	hsa-miR-6883-5p	MIMAT0027666	mature-mir				MI0022730	hsa-mir-6883
hsa-miR-6883-3p|MIMAT0027667	hsa-miR-6883-3p	MIMAT0027667	mature-mir				MI0022730	hsa-mir-6883
hsa-miR-6884-5p|MIMAT0027668	hsa-miR-6884-5p	MIMAT0027668	mature-mir				MI0022731	hsa-mir-6884
hsa-miR-6884-3p|MIMAT0027669	hsa-miR-6884-3p	MIMAT0027669	mature-mir				MI0022731	hsa-mir-6884
hsa-miR-6885-5p|MIMAT0027670	hsa-miR-6885-5p	MIMAT0027670	mature-mir				MI0022732	hsa-mir-6885
hsa-miR-6885-3p|MIMAT0027671	hsa-miR-6885-3p	MIMAT0027671	mature-mir				MI0022732	hsa-mir-6885
hsa-miR-6886-5p|MIMAT0027672	hsa-miR-6886-5p	MIMAT0027672	mature-mir				MI0022733	hsa-mir-6886
hsa-miR-6886-3p|MIMAT0027673	hsa-miR-6886-3p	MIMAT0027673	mature-mir				MI0022733	hsa-mir-6886
hsa-miR-6887-5p|MIMAT0027674	hsa-miR-6887-5p	MIMAT0027674	mature-mir				MI0022734	hsa-mir-6887
hsa-miR-6887-3p|MIMAT0027675	hsa-miR-6887-3p	MIMAT0027675	mature-mir				MI0022734	hsa-mir-6887
hsa-miR-6888-5p|MIMAT0027676	hsa-miR-6888-5p	MIMAT0027676	mature-mir				MI0022735	hsa-mir-6888
hsa-miR-6888-3p|MIMAT0027677	hsa-miR-6888-3p	MIMAT0027677	mature-mir				MI0022735	hsa-mir-6888
hsa-miR-6889-5p|MIMAT0027678	hsa-miR-6889-5p	MIMAT0027678	mature-mir				MI0022736	hsa-mir-6889
hsa-miR-6889-3p|MIMAT0027679	hsa-miR-6889-3p	MIMAT0027679	mature-mir				MI0022736	hsa-mir-6889
hsa-miR-6890-5p|MIMAT0027680	hsa-miR-6890-5p	MIMAT0027680	mature-mir				MI0022737	hsa-mir-6890
hsa-miR-6890-3p|MIMAT0027681	hsa-miR-6890-3p	MIMAT0027681	mature-mir				MI0022737	hsa-mir-6890
hsa-miR-6891-5p|MIMAT0027682	hsa-miR-6891-5p	MIMAT0027682	mature-mir				MI0022738	hsa-mir-6891
hsa-miR-6891-3p|MIMAT0027683	hsa-miR-6891-3p	MIMAT0027683	mature-mir				MI0022738	hsa-mir-6891
hsa-miR-6892-5p|MIMAT0027684	hsa-miR-6892-5p	MIMAT0027684	mature-mir				MI0022739	hsa-mir-6892
hsa-miR-6892-3p|MIMAT0027685	hsa-miR-6892-3p	MIMAT0027685	mature-mir				MI0022739	hsa-mir-6892
hsa-miR-6893-5p|MIMAT0027686	hsa-miR-6893-5p	MIMAT0027686	mature-mir				MI0022740	hsa-mir-6893
hsa-miR-6893-3p|MIMAT0027687	hsa-miR-6893-3p	MIMAT0027687	mature-mir				MI0022740	hsa-mir-6893
hsa-miR-6894-5p|MIMAT0027688	hsa-miR-6894-5p	MIMAT0027688	mature-mir				MI0022741	hsa-mir-6894
hsa-miR-6894-3p|MIMAT0027689	hsa-miR-6894-3p	MIMAT0027689	mature-mir				MI0022741	hsa-mir-6894
hsa-miR-6895-5p|MIMAT0027690	hsa-miR-6895-5p	MIMAT0027690	mature-mir				MI0022742	hsa-mir-6895
hsa-miR-6895-3p|MIMAT0027691	hsa-miR-6895-3p	MIMAT0027691	mature-mir				MI0022742	hsa-mir-6895
hsa-miR-7106-5p|MIMAT0028109	hsa-miR-7106-5p	MIMAT0028109	mature-mir				MI0022957	hsa-mir-7106
hsa-miR-7106-3p|MIMAT0028110	hsa-miR-7106-3p	MIMAT0028110	mature-mir				MI0022957	hsa-mir-7106
hsa-miR-7107-5p|MIMAT0028111	hsa-miR-7107-5p	MIMAT0028111	mature-mir				MI0022958	hsa-mir-7107
hsa-miR-7107-3p|MIMAT0028112	hsa-miR-7107-3p	MIMAT0028112	mature-mir				MI0022958	hsa-mir-7107
hsa-miR-7108-5p|MIMAT0028113	hsa-miR-7108-5p	MIMAT0028113	mature-mir				MI0022959	hsa-mir-7108
hsa-miR-7108-3p|MIMAT0028114	hsa-miR-7108-3p	MIMAT0028114	mature-mir				MI0022959	hsa-mir-7108
hsa-miR-7109-5p|MIMAT0028115	hsa-miR-7109-5p	MIMAT0028115	mature-mir				MI0022960	hsa-mir-7109
hsa-miR-7109-3p|MIMAT0028116	hsa-miR-7109-3p	MIMAT0028116	mature-mir				MI0022960	hsa-mir-7109
hsa-miR-7110-5p|MIMAT0028117	hsa-miR-7110-5p	MIMAT0028117	mature-mir				MI0022961	hsa-mir-7110
hsa-miR-7110-3p|MIMAT0028118	hsa-miR-7110-3p	MIMAT0028118	mature-mir				MI0022961	hsa-mir-7110
hsa-miR-7111-5p|MIMAT0028119	hsa-miR-7111-5p	MIMAT0028119	mature-mir				MI0022962	hsa-mir-7111
hsa-miR-7111-3p|MIMAT0028120	hsa-miR-7111-3p	MIMAT0028120	mature-mir				MI0022962	hsa-mir-7111
hsa-miR-7112-5p|MIMAT0028121	hsa-miR-7112-5p	MIMAT0028121	mature-mir				MI0022963	hsa-mir-7112
hsa-miR-7112-3p|MIMAT0028122	hsa-miR-7112-3p	MIMAT0028122	mature-mir				MI0022963	hsa-mir-7112
hsa-miR-7113-5p|MIMAT0028123	hsa-miR-7113-5p	MIMAT0028123	mature-mir				MI0022964	hsa-mir-7113
hsa-miR-7113-3p|MIMAT0028124	hsa-miR-7113-3p	MIMAT0028124	mature-mir				MI0022964	hsa-mir-7113
hsa-miR-7114-5p|MIMAT0028125	hsa-miR-7114-5p	MIMAT0028125	mature-mir				MI0022965	hsa-mir-7114
hsa-miR-7114-3p|MIMAT0028126	hsa-miR-7114-3p	MIMAT0028126	mature-mir				MI0022965	hsa-mir-7114
hsa-miR-7150|MIMAT0028211	hsa-miR-7150	MIMAT0028211	mature-mir				MI0023610	hsa-mir-7150
hsa-miR-7151-5p|MIMAT0028212	hsa-miR-7151-5p	MIMAT0028212	mature-mir				MI0023611	hsa-mir-7151
hsa-miR-7151-3p|MIMAT0028213	hsa-miR-7151-3p	MIMAT0028213	mature-mir				MI0023611	hsa-mir-7151
hsa-miR-7152-5p|MIMAT0028214	hsa-miR-7152-5p	MIMAT0028214	mature-mir				MI0023612	hsa-mir-7152
hsa-miR-7152-3p|MIMAT0028215	hsa-miR-7152-3p	MIMAT0028215	mature-mir				MI0023612	hsa-mir-7152
hsa-miR-7153-5p|MIMAT0028216	hsa-miR-7153-5p	MIMAT0028216	mature-mir				MI0023613	hsa-mir-7153
hsa-miR-7153-3p|MIMAT0028217	hsa-miR-7153-3p	MIMAT0028217	mature-mir				MI0023613	hsa-mir-7153
hsa-miR-7154-5p|MIMAT0028218	hsa-miR-7154-5p	MIMAT0028218	mature-mir				MI0023614	hsa-mir-7154
hsa-miR-7154-3p|MIMAT0028219	hsa-miR-7154-3p	MIMAT0028219	mature-mir				MI0023614	hsa-mir-7154
hsa-miR-7155-5p|MIMAT0028220	hsa-miR-7155-5p	MIMAT0028220	mature-mir				MI0023615	hsa-mir-7155
hsa-miR-7155-3p|MIMAT0028221	hsa-miR-7155-3p	MIMAT0028221	mature-mir				MI0023615	hsa-mir-7155
hsa-miR-7156-5p|MIMAT0028222	hsa-miR-7156-5p	MIMAT0028222	mature-mir				MI0023616	hsa-mir-7156
hsa-miR-7156-3p|MIMAT0028223	hsa-miR-7156-3p	MIMAT0028223	mature-mir				MI0023616	hsa-mir-7156
hsa-miR-7157-5p|MIMAT0028224	hsa-miR-7157-5p	MIMAT0028224	mature-mir				MI0023617	hsa-mir-7157
hsa-miR-7157-3p|MIMAT0028225	hsa-miR-7157-3p	MIMAT0028225	mature-mir				MI0023617	hsa-mir-7157
hsa-miR-7158-5p|MIMAT0028226	hsa-miR-7158-5p	MIMAT0028226	mature-mir				MI0023618	hsa-mir-7158
hsa-miR-7158-3p|MIMAT0028227	hsa-miR-7158-3p	MIMAT0028227	mature-mir				MI0023618	hsa-mir-7158
hsa-miR-7161-5p|MIMAT0028232	hsa-miR-7161-5p	MIMAT0028232	mature-mir				MI0023619	hsa-mir-7161
hsa-miR-7161-3p|MIMAT0028233	hsa-miR-7161-3p	MIMAT0028233	mature-mir				MI0023619	hsa-mir-7161
hsa-miR-7159-5p|MIMAT0028228	hsa-miR-7159-5p	MIMAT0028228	mature-mir				MI0023620	hsa-mir-7159
hsa-miR-7159-3p|MIMAT0028229	hsa-miR-7159-3p	MIMAT0028229	mature-mir				MI0023620	hsa-mir-7159
hsa-miR-7160-5p|MIMAT0028230	hsa-miR-7160-5p	MIMAT0028230	mature-mir				MI0023621	hsa-mir-7160
hsa-miR-7160-3p|MIMAT0028231	hsa-miR-7160-3p	MIMAT0028231	mature-mir				MI0023621	hsa-mir-7160
hsa-miR-7162-5p|MIMAT0028234	hsa-miR-7162-5p	MIMAT0028234	mature-mir				MI0023623	hsa-mir-7162
hsa-miR-7162-3p|MIMAT0028235	hsa-miR-7162-3p	MIMAT0028235	mature-mir				MI0023623	hsa-mir-7162
hsa-miR-7515|MIMAT0029310	hsa-miR-7515	MIMAT0029310	mature-mir				MI0024354	hsa-mir-7515
hsa-miR-7641|MIMAT0029782	hsa-miR-7641	MIMAT0029782	mature-mir				MI0024975,MI0024976	hsa-mir-7641-1,hsa-mir-7641-2
hsa-miR-7702|MIMAT0030017	hsa-miR-7702	MIMAT0030017	mature-mir				MI0025238	hsa-mir-7702
hsa-miR-7703|MIMAT0030018	hsa-miR-7703	MIMAT0030018	mature-mir				MI0025239	hsa-mir-7703
hsa-miR-7704|MIMAT0030019	hsa-miR-7704	MIMAT0030019	mature-mir				MI0025240	hsa-mir-7704
hsa-miR-7705|MIMAT0030020	hsa-miR-7705	MIMAT0030020	mature-mir				MI0025241	hsa-mir-7705
hsa-miR-7706|MIMAT0030021	hsa-miR-7706	MIMAT0030021	mature-mir				MI0025242	hsa-mir-7706
hsa-miR-7843-5p|MIMAT0030411	hsa-miR-7843-5p	MIMAT0030411	mature-mir				MI0025510	hsa-mir-7843
hsa-miR-7843-3p|MIMAT0030412	hsa-miR-7843-3p	MIMAT0030412	mature-mir				MI0025510	hsa-mir-7843
hsa-miR-4433b-5p|MIMAT0030413	hsa-miR-4433b-5p	MIMAT0030413	mature-mir				MI0025511	hsa-mir-4433b
hsa-miR-4433b-3p|MIMAT0030414	hsa-miR-4433b-3p	MIMAT0030414	mature-mir				MI0025511	hsa-mir-4433b
hsa-miR-1273h-5p|MIMAT0030415	hsa-miR-1273h-5p	MIMAT0030415	mature-mir				MI0025512	hsa-mir-1273h
hsa-miR-1273h-3p|MIMAT0030416	hsa-miR-1273h-3p	MIMAT0030416	mature-mir				MI0025512	hsa-mir-1273h
hsa-miR-6516-5p|MIMAT0030417	hsa-miR-6516-5p	MIMAT0030417	mature-mir				MI0025513	hsa-mir-6516
hsa-miR-6516-3p|MIMAT0030418	hsa-miR-6516-3p	MIMAT0030418	mature-mir				MI0025513	hsa-mir-6516
hsa-miR-7844-5p|MIMAT0030419	hsa-miR-7844-5p	MIMAT0030419	mature-mir				MI0025514	hsa-mir-7844
hsa-miR-7845-5p|MIMAT0030420	hsa-miR-7845-5p	MIMAT0030420	mature-mir				MI0025515	hsa-mir-7845
hsa-miR-7846-3p|MIMAT0030421	hsa-miR-7846-3p	MIMAT0030421	mature-mir				MI0025516	hsa-mir-7846
hsa-miR-7847-3p|MIMAT0030422	hsa-miR-7847-3p	MIMAT0030422	mature-mir				MI0025517	hsa-mir-7847
hsa-miR-7848-3p|MIMAT0030423	hsa-miR-7848-3p	MIMAT0030423	mature-mir				MI0025518	hsa-mir-7848
hsa-miR-7849-3p|MIMAT0030424	hsa-miR-7849-3p	MIMAT0030424	mature-mir				MI0025519	hsa-mir-7849
hsa-miR-7850-5p|MIMAT0030425	hsa-miR-7850-5p	MIMAT0030425	mature-mir				MI0025520	hsa-mir-7850
hsa-miR-7851-3p|MIMAT0030426	hsa-miR-7851-3p	MIMAT0030426	mature-mir				MI0025521	hsa-mir-7851
hsa-miR-7852-3p|MIMAT0030427	hsa-miR-7852-3p	MIMAT0030427	mature-mir				MI0025522	hsa-mir-7852
hsa-miR-7853-5p|MIMAT0030428	hsa-miR-7853-5p	MIMAT0030428	mature-mir				MI0025523	hsa-mir-7853
hsa-miR-7854-3p|MIMAT0030429	hsa-miR-7854-3p	MIMAT0030429	mature-mir				MI0025524	hsa-mir-7854
hsa-miR-7855-5p|MIMAT0030430	hsa-miR-7855-5p	MIMAT0030430	mature-mir				MI0025525	hsa-mir-7855
hsa-miR-7856-5p|MIMAT0030431	hsa-miR-7856-5p	MIMAT0030431	mature-mir				MI0025526	hsa-mir-7856
hsa-miR-548ba|MIMAT0031175	hsa-miR-548ba	MIMAT0031175	mature-mir				MI0025747	hsa-mir-548ba
hsa-miR-7973|MIMAT0031176	hsa-miR-7973	MIMAT0031176	mature-mir				MI0025748,MI0025749	hsa-mir-7973-1,hsa-mir-7973-2
hsa-miR-7974|MIMAT0031177	hsa-miR-7974	MIMAT0031177	mature-mir				MI0025750	hsa-mir-7974
hsa-miR-7975|MIMAT0031178	hsa-miR-7975	MIMAT0031178	mature-mir				MI0025751	hsa-mir-7975
hsa-miR-7976|MIMAT0031179	hsa-miR-7976	MIMAT0031179	mature-mir				MI0025752	hsa-mir-7976
hsa-miR-7977|MIMAT0031180	hsa-miR-7977	MIMAT0031180	mature-mir				MI0025753	hsa-mir-7977
hsa-miR-7978|MIMAT0031181	hsa-miR-7978	MIMAT0031181	mature-mir				MI0025754	hsa-mir-7978
hsa-miR-8052|MIMAT0030979	hsa-miR-8052	MIMAT0030979	mature-mir				MI0025888	hsa-mir-8052
hsa-miR-8053|MIMAT0030980	hsa-miR-8053	MIMAT0030980	mature-mir				MI0025889	hsa-mir-8053
hsa-miR-8054|MIMAT0030981	hsa-miR-8054	MIMAT0030981	mature-mir				MI0025890	hsa-mir-8054
hsa-miR-8055|MIMAT0030982	hsa-miR-8055	MIMAT0030982	mature-mir				MI0025891	hsa-mir-8055
hsa-miR-8056|MIMAT0030983	hsa-miR-8056	MIMAT0030983	mature-mir				MI0025892	hsa-mir-8056
hsa-miR-8057|MIMAT0030984	hsa-miR-8057	MIMAT0030984	mature-mir				MI0025893	hsa-mir-8057
hsa-miR-8058|MIMAT0030985	hsa-miR-8058	MIMAT0030985	mature-mir				MI0025894	hsa-mir-8058
hsa-miR-8059|MIMAT0030986	hsa-miR-8059	MIMAT0030986	mature-mir				MI0025895	hsa-mir-8059
hsa-miR-8060|MIMAT0030987	hsa-miR-8060	MIMAT0030987	mature-mir				MI0025896	hsa-mir-8060
hsa-miR-8061|MIMAT0030988	hsa-miR-8061	MIMAT0030988	mature-mir				MI0025897	hsa-mir-8061
hsa-miR-8062|MIMAT0030989	hsa-miR-8062	MIMAT0030989	mature-mir				MI0025898	hsa-mir-8062
hsa-miR-8063|MIMAT0030990	hsa-miR-8063	MIMAT0030990	mature-mir				MI0025899	hsa-mir-8063
hsa-miR-8064|MIMAT0030991	hsa-miR-8064	MIMAT0030991	mature-mir				MI0025900	hsa-mir-8064
hsa-miR-8065|MIMAT0030992	hsa-miR-8065	MIMAT0030992	mature-mir				MI0025901	hsa-mir-8065
hsa-miR-8066|MIMAT0030993	hsa-miR-8066	MIMAT0030993	mature-mir				MI0025902	hsa-mir-8066
hsa-miR-8067|MIMAT0030994	hsa-miR-8067	MIMAT0030994	mature-mir				MI0025903	hsa-mir-8067
hsa-miR-8068|MIMAT0030995	hsa-miR-8068	MIMAT0030995	mature-mir				MI0025904	hsa-mir-8068
hsa-miR-8070|MIMAT0030997	hsa-miR-8070	MIMAT0030997	mature-mir				MI0025906	hsa-mir-8070
hsa-miR-8071|MIMAT0030998	hsa-miR-8071	MIMAT0030998	mature-mir				MI0025907,MI0026417	hsa-mir-8071-1,hsa-mir-8071-2
hsa-miR-8072|MIMAT0030999	hsa-miR-8072	MIMAT0030999	mature-mir				MI0025908	hsa-mir-8072
hsa-miR-8073|MIMAT0031000	hsa-miR-8073	MIMAT0031000	mature-mir				MI0025909	hsa-mir-8073
hsa-miR-8074|MIMAT0031001	hsa-miR-8074	MIMAT0031001	mature-mir				MI0025910	hsa-mir-8074
hsa-miR-8075|MIMAT0031002	hsa-miR-8075	MIMAT0031002	mature-mir				MI0025911	hsa-mir-8075
hsa-miR-8076|MIMAT0031003	hsa-miR-8076	MIMAT0031003	mature-mir				MI0025912	hsa-mir-8076
hsa-miR-8077|MIMAT0031004	hsa-miR-8077	MIMAT0031004	mature-mir				MI0025913	hsa-mir-8077
hsa-miR-8078|MIMAT0031005	hsa-miR-8078	MIMAT0031005	mature-mir				MI0025914	hsa-mir-8078
hsa-miR-8079|MIMAT0031006	hsa-miR-8079	MIMAT0031006	mature-mir				MI0025915	hsa-mir-8079
hsa-miR-8080|MIMAT0031007	hsa-miR-8080	MIMAT0031007	mature-mir				MI0025916	hsa-mir-8080
hsa-miR-8081|MIMAT0031008	hsa-miR-8081	MIMAT0031008	mature-mir				MI0025917	hsa-mir-8081
hsa-miR-8082|MIMAT0031009	hsa-miR-8082	MIMAT0031009	mature-mir				MI0025918	hsa-mir-8082
hsa-miR-8083|MIMAT0031010	hsa-miR-8083	MIMAT0031010	mature-mir				MI0025919	hsa-mir-8083
hsa-miR-8084|MIMAT0031011	hsa-miR-8084	MIMAT0031011	mature-mir				MI0025920	hsa-mir-8084
hsa-miR-8085|MIMAT0031012	hsa-miR-8085	MIMAT0031012	mature-mir				MI0025921	hsa-mir-8085
hsa-miR-8086|MIMAT0031013	hsa-miR-8086	MIMAT0031013	mature-mir				MI0025922	hsa-mir-8086
hsa-miR-8087|MIMAT0031014	hsa-miR-8087	MIMAT0031014	mature-mir				MI0025923	hsa-mir-8087
hsa-miR-8088|MIMAT0031015	hsa-miR-8088	MIMAT0031015	mature-mir				MI0025924	hsa-mir-8088
hsa-miR-8089|MIMAT0031016	hsa-miR-8089	MIMAT0031016	mature-mir				MI0025925	hsa-mir-8089
hsa-miR-203a-5p|MIMAT0031890	hsa-miR-203a-5p	MIMAT0031890	mature-mir				MI0000283	hsa-mir-203a
hsa-miR-1-5p|MIMAT0031892	hsa-miR-1-5p	MIMAT0031892	mature-mir				MI0000651	hsa-mir-1-1
hsa-miR-181b-2-3p|MIMAT0031893	hsa-miR-181b-2-3p	MIMAT0031893	mature-mir				MI0000683	hsa-mir-181b-2
hsa-miR-301b-5p|MIMAT0032026	hsa-miR-301b-5p	MIMAT0032026	mature-mir				MI0005568	hsa-mir-301b
hsa-miR-1249-5p|MIMAT0032029	hsa-miR-1249-5p	MIMAT0032029	mature-mir				MI0006384	hsa-mir-1249
hsa-miR-3653-5p|MIMAT0032110	hsa-miR-3653-5p	MIMAT0032110	mature-mir				MI0016053	hsa-mir-3653
hsa-miR-548ad-5p|MIMAT0032114	hsa-miR-548ad-5p	MIMAT0032114	mature-mir				MI0016770	hsa-mir-548ad
hsa-miR-548ae-5p|MIMAT0032115	hsa-miR-548ae-5p	MIMAT0032115	mature-mir				MI0016780	hsa-mir-548ae-2
hsa-miR-4485-5p|MIMAT0032116	hsa-miR-4485-5p	MIMAT0032116	mature-mir				MI0016846	hsa-mir-4485
hsa-miR-8485|MIMAT0033692	hsa-miR-8485	MIMAT0033692	mature-mir				MI0027288	hsa-mir-8485
hsa-miR-9500|MIMAT0035542	hsa-miR-9500	MIMAT0035542	mature-mir				MI0029185	hsa-mir-9500
hsa-miR-548bb-5p|MIMAT0035703	hsa-miR-548bb-5p	MIMAT0035703	mature-mir				MI0029321	hsa-mir-548bb
hsa-miR-548bb-3p|MIMAT0035704	hsa-miR-548bb-3p	MIMAT0035704	mature-mir				MI0029321	hsa-mir-548bb
hsa-miR-6724-5p|MIMAT0025856	hsa-miR-6724-5p	MIMAT0025856	mature-mir					
hsa-miR-8069|MIMAT0030996	hsa-miR-8069	MIMAT0030996	mature-mir					
hsa-miR-6859-5p|MIMAT0027618	hsa-miR-6859-5p	MIMAT0027618	mature-mir					
hsa-miR-6859-3p|MIMAT0027619	hsa-miR-6859-3p	MIMAT0027619	mature-mir					
hsa-let-7a-5p|MIMAT0000062	hsa-let-7a-5p	MIMAT0000062	mature-mir				MI0000060,MI0000061,MI0000062	hsa-let-7a-1,hsa-let-7a-2,hsa-let-7a-3
hsa-let-7a-3p|MIMAT0004481	hsa-let-7a-3p	MIMAT0004481	mature-mir				MI0000060,MI0000062	hsa-let-7a-1,hsa-let-7a-3
hsa-let-7a-2-3p|MIMAT0010195	hsa-let-7a-2-3p	MIMAT0010195	mature-mir				MI0000061	hsa-let-7a-2
hsa-let-7b-5p|MIMAT0000063	hsa-let-7b-5p	MIMAT0000063	mature-mir				MI0000063	hsa-let-7b
hsa-let-7b-3p|MIMAT0004482	hsa-let-7b-3p	MIMAT0004482	mature-mir				MI0000063	hsa-let-7b
hsa-let-7c-5p|MIMAT0000064	hsa-let-7c-5p	MIMAT0000064	mature-mir				MI0000064	hsa-let-7c
hsa-let-7d-5p|MIMAT0000065	hsa-let-7d-5p	MIMAT0000065	mature-mir				MI0000065	hsa-let-7d
hsa-let-7d-3p|MIMAT0004484	hsa-let-7d-3p	MIMAT0004484	mature-mir				MI0000065	hsa-let-7d
hsa-let-7e-5p|MIMAT0000066	hsa-let-7e-5p	MIMAT0000066	mature-mir				MI0000066	hsa-let-7e
hsa-let-7e-3p|MIMAT0004485	hsa-let-7e-3p	MIMAT0004485	mature-mir				MI0000066	hsa-let-7e
hsa-let-7f-5p|MIMAT0000067	hsa-let-7f-5p	MIMAT0000067	mature-mir				MI0000067,MI0000068	hsa-let-7f-1,hsa-let-7f-2
hsa-let-7f-1-3p|MIMAT0004486	hsa-let-7f-1-3p	MIMAT0004486	mature-mir				MI0000067	hsa-let-7f-1
hsa-let-7f-2-3p|MIMAT0004487	hsa-let-7f-2-3p	MIMAT0004487	mature-mir				MI0000068	hsa-let-7f-2
hsa-miR-15a-5p|MIMAT0000068	hsa-miR-15a-5p	MIMAT0000068	mature-mir				MI0000069	hsa-mir-15a
hsa-miR-15a-3p|MIMAT0004488	hsa-miR-15a-3p	MIMAT0004488	mature-mir				MI0000069	hsa-mir-15a
hsa-miR-16-5p|MIMAT0000069	hsa-miR-16-5p	MIMAT0000069	mature-mir				MI0000070,MI0000115	hsa-mir-16-1,hsa-mir-16-2
hsa-miR-16-1-3p|MIMAT0004489	hsa-miR-16-1-3p	MIMAT0004489	mature-mir				MI0000070	hsa-mir-16-1
hsa-miR-17-5p|MIMAT0000070	hsa-miR-17-5p	MIMAT0000070	mature-mir				MI0000071	hsa-mir-17
hsa-miR-17-3p|MIMAT0000071	hsa-miR-17-3p	MIMAT0000071	mature-mir				MI0000071	hsa-mir-17
hsa-miR-18a-5p|MIMAT0000072	hsa-miR-18a-5p	MIMAT0000072	mature-mir				MI0000072	hsa-mir-18a
hsa-miR-18a-3p|MIMAT0002891	hsa-miR-18a-3p	MIMAT0002891	mature-mir				MI0000072	hsa-mir-18a
hsa-miR-19a-5p|MIMAT0004490	hsa-miR-19a-5p	MIMAT0004490	mature-mir				MI0000073	hsa-mir-19a
hsa-miR-19a-3p|MIMAT0000073	hsa-miR-19a-3p	MIMAT0000073	mature-mir				MI0000073	hsa-mir-19a
hsa-miR-19b-1-5p|MIMAT0004491	hsa-miR-19b-1-5p	MIMAT0004491	mature-mir				MI0000074	hsa-mir-19b-1
hsa-miR-19b-3p|MIMAT0000074	hsa-miR-19b-3p	MIMAT0000074	mature-mir				MI0000074,MI0000075	hsa-mir-19b-1,hsa-mir-19b-2
hsa-miR-19b-2-5p|MIMAT0004492	hsa-miR-19b-2-5p	MIMAT0004492	mature-mir				MI0000075	hsa-mir-19b-2
hsa-miR-20a-5p|MIMAT0000075	hsa-miR-20a-5p	MIMAT0000075	mature-mir				MI0000076	hsa-mir-20a
hsa-miR-20a-3p|MIMAT0004493	hsa-miR-20a-3p	MIMAT0004493	mature-mir				MI0000076	hsa-mir-20a
hsa-miR-21-5p|MIMAT0000076	hsa-miR-21-5p	MIMAT0000076	mature-mir				MI0000077	hsa-mir-21
hsa-miR-21-3p|MIMAT0004494	hsa-miR-21-3p	MIMAT0004494	mature-mir				MI0000077	hsa-mir-21
hsa-miR-22-5p|MIMAT0004495	hsa-miR-22-5p	MIMAT0004495	mature-mir				MI0000078	hsa-mir-22
hsa-miR-22-3p|MIMAT0000077	hsa-miR-22-3p	MIMAT0000077	mature-mir				MI0000078	hsa-mir-22
hsa-miR-23a-5p|MIMAT0004496	hsa-miR-23a-5p	MIMAT0004496	mature-mir				MI0000079	hsa-mir-23a
hsa-miR-23a-3p|MIMAT0000078	hsa-miR-23a-3p	MIMAT0000078	mature-mir				MI0000079	hsa-mir-23a
hsa-miR-24-1-5p|MIMAT0000079	hsa-miR-24-1-5p	MIMAT0000079	mature-mir				MI0000080	hsa-mir-24-1
hsa-miR-24-3p|MIMAT0000080	hsa-miR-24-3p	MIMAT0000080	mature-mir				MI0000080,MI0000081	hsa-mir-24-1,hsa-mir-24-2
